year,cbsacode,Sample_Size,Data_value,Data_value_unit,Data_value_type,population,total_adult_obesity,total_adult_smoking,total_children_in_poverty,total_children_in_single-parent_households,total_excessive_drinking,total_homicides,total_mental_health_providers,total_motor_vehicle_crash_deaths,total_not_proficient_in_english,total_physical_inactivity,total_poor_or_fair_health,total_premature_death,total_primary_care_physicians,total_rural,total_sexually_transmitted_infections,total_uninsured_adults,total_violent_crime,total_poor_physical_health_days,total_poor_mental_health_days,depression_twitter19,depression_twitter10,CENSUS2019POP,CENSUS2010POP,Park_Area_Acres,Weighted_RESP,noise4050n,noise5060n,noise6070n,noise7080n,noise8090n,noise90n
2017,12260,180,21.97,%,Crude Prevalence,590146,145821.061,80511.39574,38293.866,58438.45591,71301.2818,50.73216792,0.00847,88.1147014,7037.431195,108678.134,80305.04396,51739.79776,0.00448449,160628.3404,3262.254934,70749.02947,1746.534825,11192.61457,11069.63697,,,,,3976.123756,0.400426965,13491.4752,13734.12377,3846.567863,897.8696606,18.08372056,2.012860177
2018,12260,157,17.77,%,Crude Prevalence,594919,152525.098,83017.35799,37543.519,58195.69631,74148.31687,51.79138561,0.00901,88.90111351,7964.759172,113828.743,82329.9013,51787.28987,0.004441905,161736.424,3197.068501,59391.4752,1753.263808,11345.96907,11013.3737,,,,,3976.123756,0.400426965,13491.4752,13734.12377,3846.567863,897.8696606,18.08372056,2.012860177
2019,12260,124,20.95,%,Crude Prevalence,600151,146125.687,83795.24811,33443.829,57046.90401,74948.02622,51.51581008,0.00952,93.46968827,7565.617802,117005.29,83047.64042,54888.68274,0.004439066,162865.307,3571.659132,56173.33465,1937.390394,11432.80935,11099.73164,,,,,3976.123756,0.400426965,13491.4752,13734.12377,3846.567863,897.8696606,18.08372056,2.012860177
2020,12260,131,18.73,%,Crude Prevalence,604167,159413.934,77770.63486,33182.499,56186.74301,74685.4697,53.23316478,0.01026,93.16547568,7610.524923,132369.768,84338.18298,56241.64973,0.00446122,163978.9169,4092.405081,60498.89512,1943.21007,10680.64351,11780.18639,,,,,3976.123756,0.400426965,13491.4752,13734.12377,3846.567863,897.8696606,18.08372056,2.012860177
2021,12260,217,20.67,%,Crude Prevalence,608980,167973.52,91606.32424,30839.98,47530.57554,81109.83914,54.91791307,0.01073,92.4790014,7634.529466,134512.845,95786.27715,56259.47498,0.004549261,165000.2007,4548.257741,60627.32608,1954.903665,12488.65914,13020.50257,,,,,3976.123756,0.400426965,13491.4752,13734.12377,3846.567863,897.8696606,18.08372056,2.012860177
2022,12260,235,20.92,%,Crude Prevalence,614312,172156.946,91822.639,32391.683,48265.03825,90798.13685,60.44532143,0.01136,96.44293164,6435.69861,144682.063,101337.948,59918.82873,0.00470829,166417.3162,4717.52367,61732.33094,1965.810923,13111.96776,14864.08873,,,,,3976.123756,0.400426965,13491.4752,13734.12377,3846.567863,897.8696606,18.08372056,2.012860177
2011,12300,272,26.01,%,Crude Prevalence,121090,27655.01856,19588.97148,3835.04139,8772.9705,15555.94794,0,0.000939658,19.3744,1210.9,22085.6051,14499.67987,8222.97972,0.00136931,74228.17,311.32239,7802.79742,148.9407,14934.43333,14934.43333,,,,,621.6060933,0.2,,,,,,
2012,12300,196,23.37,%,Crude Prevalence,121090,28807.311,18916.80089,4236.09147,8842.437014,15459.92357,0,0.000939658,19.54863584,1491.991133,21989.58073,14019.55802,7869.203176,0.00136931,74228.17,235.27787,10893.01422,146.2988238,14934.43333,15338.06667,,,,,621.6060933,0.2,,,,,,
2011,12420,241,15.76,%,Crude Prevalence,1705075,305678.5293,227276.2556,64605.02194,122010.7752,258215.9653,0,0.009377838,253.221321,189179.165,237572.5779,175948.3986,93753.52562,0.013363507,273119.488,8672.941723,300423.5341,5733.475527,32837.95933,35073.73,,0.071428571,,1716289,110240.4282,0.20639744,213815.66,175391.4624,49473.56965,17645.55948,4403.61558,181.6811407
2012,12420,221,15.57,%,Crude Prevalence,1705075,334128.0323,202268.1078,85915.74383,124806.0533,253339.9122,48.19634153,0.009377838,243.3255317,186844.3936,251751.1943,180166.585,93477.51164,0.013363507,273119.488,8716.777164,287253.8457,5940.365411,33198.46,35004.84467,,,,,110240.4282,0.20639744,213815.66,175391.4624,49473.56965,17645.55948,4403.61558,181.6811407
2013,12420,163,17.45,%,Crude Prevalence,1783519,349747.435,194768.9551,88498.53201,130301.7766,269466.7741,49.20919726,0.00843299,213.3353951,119810.2827,263433.104,176212.4625,93441.16379,0.012099809,227418.2434,8842.154941,303791,6128.403624,35272.99133,35390.18733,,,,,110240.4282,0.20639744,213815.66,175391.4624,49473.56965,17645.55948,4403.61558,181.6811407
2014,12420,382,15.22,%,Crude Prevalence,1834303,352582.107,190387.0193,92484.85099,134200.3428,276102.4515,50.58297757,0,218.880189,122817.4922,265954.07,177765.1439,96042.32814,0.012582159,232269.3361,9629.169136,309480.3526,5955.49245,36203.95067,44041.08833,,,,,110240.4282,0.20639744,213815.66,175391.4624,49473.56965,17645.55948,4403.61558,181.6811407
2015,12420,306,15.1,%,Crude Prevalence,1883051,341890.347,196190.4495,81643.07001,134268.3639,284625.1646,45.9879434,0.028550001,206.0324326,121451.5133,252873.264,183276.6724,93039.41415,0.013257667,238547.7814,10066.07682,305798.2721,5715.986782,37166.53867,45189.37667,,,,,110240.4282,0.20639744,213815.66,175391.4624,49473.56965,17645.55948,4403.61558,181.6811407
2016,12420,204,13.71,%,Crude Prevalence,1943299,343872.778,181412.296,88844.68401,138184.1699,316130.874,49.585504,0.03053,204.058103,123799.1718,254182.052,221508.423,93957.37645,0.014050325,246914.8353,10732.27577,307700.77,5885.944553,39584.34933,36757.526,,,,,110240.4282,0.20639744,213815.66,175391.4624,49473.56965,17645.55948,4403.61558,181.6811407
2017,12420,279,16.69,%,Crude Prevalence,2000860,363906.363,200977.3746,72812.373,134179.3194,339587.0997,54.667417,0.03298,203.475863,122692.0675,245076.211,230124.6625,98272.12451,0.014572849,255564.1565,11586.12346,271124.8436,5676.312168,42301.77796,40821.09702,,,,,110240.4282,0.20639744,213815.66,175391.4624,49473.56965,17645.55948,4403.61558,181.6811407
2018,12420,409,19.74,%,Crude Prevalence,2056405,382217.124,211355.1294,66025.80599,136272.3093,348859.4484,59.3967887,0.03582,214.6575546,118828.4407,272205.53,225579.0075,100992.5577,0.014855003,263995.1187,12314.53389,244221.7094,5817.825196,43541.52009,45718.99734,,,,,110240.4282,0.20639744,213815.66,175391.4624,49473.56965,17645.55948,4403.61558,181.6811407
2019,12420,305,19.45,%,Crude Prevalence,2115827,409280.883,218396.9307,62207.92,134584.8389,360455.57,57.499204,0.03897,223.9072528,116897.3728,272643.426,233104.353,102856.8534,0.015380156,272716.7855,12951.46651,236255.5264,6403.58622,44805.70831,47044.0707,,,,,110240.4282,0.20639744,213815.66,175391.4624,49473.56965,17645.55948,4403.61558,181.6811407
2020,12420,313,19.38,%,Crude Prevalence,2168316,428862.566,214506.9917,65199.242,133335.2866,390993.4319,59.844808,0.04375,233.9617716,115229.3095,303552.849,260772.4855,104872.3366,0.015833013,280602.2124,13309.48859,238469.4471,6547.653644,46614.63614,52223.39864,,,,,110240.4282,0.20639744,213815.66,175391.4624,49473.56965,17645.55948,4403.61558,181.6811407
2021,12420,296,20.38,%,Crude Prevalence,2227083,464603.255,224204.016,59836.817,106233.4436,363982.0502,63.88351085,0.0475,237.9002531,113421.8264,295409.993,281075.6286,106019.8729,0.016472404,288526.3653,13438.73593,253199.7368,6706.710059,52147.13874,59225.13745,,,,,110240.4282,0.20639744,213815.66,175391.4624,49473.56965,17645.55948,4403.61558,181.6811407
2022,12420,301,21.05,%,Crude Prevalence,2295303,509570.269,220311.541,50370.134,107044.0767,372466.9301,69.74428364,0.05282,245.384337,103029.4849,415204.641,313226.566,114221.2059,0.017067133,298765.0211,10977.6249,267451.9645,6889.627561,52408.68067,59706.53223,,,,,110240.4282,0.20639744,213815.66,175391.4624,49473.56965,17645.55948,4403.61558,181.6811407
2011,12580,527,15.53,%,Crude Prevalence,2690886,573980.0922,411311.7916,71699.5481,215756.3351,334143.823,0,0.018501985,292.910713,100114.626,512881.9058,280565.6383,231961.3902,0.037430353,269763.164,13597.96955,257791.1712,21141.72599,41802.63762,46025.55429,,0.125,,2710489,80226.52268,0.295856965,120132.2135,113270.2357,19061.56023,3468.710152,376.1883939,74.79190852
2012,12580,814,16.32,%,Crude Prevalence,2690886,583711.3171,398453.1402,92578.89541,222579.1119,332268.5268,365.9088735,0.018501985,291.4308743,110235.8323,520446.4549,279134.6234,227154.8038,0.037430353,269763.164,12941.6885,254137.6017,20390.65617,41627.01238,45406.06238,,,,,80226.52268,0.295856965,120132.2135,113270.2357,19061.56023,3468.710152,376.1883939,74.79190852
2013,12580,855,17.52,%,Crude Prevalence,2729110,594394.136,388822.051,98185.63001,221379.9848,350506.744,331.340301,0.018689521,268.1585531,52458.05147,528993.731,285798.938,211910.1311,0.025534092,245121.2719,14020.66005,249529.404,19528.01049,41817.51524,45115.09667,,,,,80226.52268,0.295856965,120132.2135,113270.2357,19061.56023,3468.710152,376.1883939,74.79190852
2014,12580,825,17.35,%,Crude Prevalence,2753149,613353.813,373882.917,94730.46,222790.2917,362375.271,333.0013693,0,270.3609168,51895.68111,547039.106,291577.54,213455.9059,0.026454627,246998.7448,14491.48989,231548.0449,18688.58965,41974.0419,45063.18238,,,,,80226.52268,0.295856965,120132.2135,113270.2357,19061.56023,3468.710152,376.1883939,74.79190852
2015,12580,816,18.06,%,Crude Prevalence,2770738,622903.069,376742.515,92401.95,224135.2333,365371.341,288.949843,0.05451,261.0738793,50877.20581,521732.007,293866.835,202584.0289,0.026898058,248317.0998,13633.32672,226482.9521,17938.53826,42221.60952,45326.54619,,,,,80226.52268,0.295856965,120132.2135,113270.2357,19061.56023,3468.710152,376.1883939,74.79190852
2016,12580,1122,16.87,%,Crude Prevalence,2785874,626630.815,330866.507,92469.612,225904.4477,387389.775,279.399166,0.059099999,254.403849,50110.28911,528555.374,286858.826,202267.9203,0.027268826,249660.1227,13855.06498,219974.7509,18004.65807,40511.80619,45407.96095,,,,,80226.52268,0.295856965,120132.2135,113270.2357,19061.56023,3468.710152,376.1883939,74.79190852
2017,12580,951,19.48,%,Crude Prevalence,2797407,633100.916,332750.7108,90774.87099,224434.9967,358649.6472,290.009449,0.062900001,232.2326216,52400.5615,484072.894,300140.0564,203990.7017,0.027065166,250539.4252,14176.49612,163789.0045,17149.53263,44450.37777,45816.99221,,,,,80226.52268,0.295856965,120132.2135,113270.2357,19061.56023,3468.710152,376.1883939,74.79190852
2018,12580,1058,16.84,%,Crude Prevalence,2798886,644511.489,316824.9021,86777.11699,220921.407,387644.1394,303.8971168,0.06756,230.4637781,53699.69972,496882.971,291400.0857,206679.5078,0.026939685,251263.0909,13994.57705,130216.9349,17078.05034,41717.69491,48127.27618,,,,,80226.52268,0.295856965,120132.2135,113270.2357,19061.56023,3468.710152,376.1883939,74.79190852
2019,12580,1098,17.53,%,Crude Prevalence,2808175,665318.409,318162.0948,81960.414,216317.4238,389671.2129,323.419121,0.07233,236.3611329,55844.81602,471280.588,292612.8969,226984.3447,0.027046017,252683.5138,15778.19769,124308.775,18139.46965,41829.99114,48261.04151,,,,,80226.52268,0.295856965,120132.2135,113270.2357,19061.56023,3468.710152,376.1883939,74.79190852
2020,12580,935,17.66,%,Crude Prevalence,2802789,680385.192,316920.3023,81214.03201,211323.0639,390750.1871,341.6859799,0.08221,234.9414686,54181.8261,504196.731,300503.6079,234165.2228,0.026895052,253597.761,16655.99827,120866.2783,17999.11485,42993.49226,52301.33215,,,,,80226.52268,0.295856965,120132.2135,113270.2357,19061.56023,3468.710152,376.1883939,74.79190852
2021,12580,995,18.83,%,Crude Prevalence,2800053,689920.273,344107.2348,79015.37301,171805.7686,384920.8499,361.9592735,0.08759,229.8310093,52780.93987,489671.766,351980.1334,234718.2528,0.026993688,254270.7021,17257.66109,118043.6043,17876.29382,47014.18442,54737.90953,,,,,80226.52268,0.295856965,120132.2135,113270.2357,19061.56023,3468.710152,376.1883939,74.79190852
2022,12580,1026,19.9,%,Crude Prevalence,2800189,717960.305,346207.87,71340.963,171300.1321,392341.6046,378.6597319,0.09586,237.8277951,49297.17764,539816.219,342672.852,243250.522,0.027661833,255527.7343,18814.12285,119826.5813,17781.75382,45363.22402,56772.12151,,,,,80226.52268,0.295856965,120132.2135,113270.2357,19061.56023,3468.710152,376.1883939,74.79190852
2011,12620,330,28.26,%,Crude Prevalence,149419,34229.80103,28006.20085,5530.594866,8533.767347,19029.85442,0,0.001111677,18.826794,1643.609,29562.10089,16995.2159,10860.07176,0.001501517,83674.64,331.71018,12663.70851,105.190976,18926.40667,16934.15333,,,,,2043.739742,0.15,,,,,,
2012,12620,217,23.09,%,Crude Prevalence,149419,37580.97037,26210.93156,6125.282486,8978.524774,19149.53904,0,0.001111677,18.08288217,1486.684415,31118.00094,17114.90052,10695.30743,0.001501517,83674.64,312.584548,14038.06447,110.1378481,19424.47,17930.28,,,,,2043.739742,0.15,,,,,,
2011,12700,88,19.92,%,Crude Prevalence,221151,35212.76797,28279.68412,4373.261025,10217.1762,35395.21755,0,0.001377771,26.53812,5307.624,32111.1252,16420.46175,13210.67614,0.002116459,19018.986,282.188676,12057.15252,992.083386,19903.59,23589.44,,,,,25556.6975,0.136555145,,,,,,
2012,12700,107,18.07,%,Crude Prevalence,221151,33205.82265,26637.63795,6076.123725,10697.56957,34482.96968,2.93688528,0.001377771,24.05397636,5327.749869,33388.27222,15508.21387,12858.13933,0.002116459,19018.986,352.072392,7567.78722,994.1342623,19166.42,23589.44,,,,,25556.6975,0.136555145,,,,,,
2011,12740,160,25.13,%,Crude Prevalence,58696,10309.24805,8849.948096,1324.886112,3602.76048,9414.8384,0,0.000760113,6.573952,939.136,8143.835216,4801.567584,3596.362616,0.000670217,30052.352,107.765856,4351.017088,54.176408,6065.253333,5869.6,,,,,16325.06766,0.166666667,,,,,,
2012,12740,126,25.18,%,Crude Prevalence,58696,10544.61901,8520.428752,1627.05312,3770.597228,9414.8384,0,0.000760113,6.529063834,828.8950452,8285.057792,4754.493392,3273.822226,0.000670217,30052.352,98.785368,4543.539968,56.02218382,6065.253333,5869.6,,,,,16325.06766,0.166666667,,,,,,
2011,12940,209,17.18,%,Crude Prevalence,809821,185585.3199,128460.3378,43759.27481,78194.46407,97469.96082,95.905712,0.001906483,194.314789,17690.279,170574.8407,103481.5097,84109.88366,0.006434745,216401.32,3434.770242,135703.1264,0,9165.326333,7990.532,,0.206896552,,825905,7001.38863,0.391811024,5418.427759,1738.767441,552.266387,142.3221407,13.27895563,1.352106673
2012,12940,272,18.78,%,Crude Prevalence,809821,195270.029,119101.4639,47711.18595,81547.10598,93812.2071,101.1935244,0.001906483,185.4195496,19574.44806,167731.8937,106146.8046,81837.92596,0.006434745,216401.32,4174.064326,116470.1534,5430.928035,9216.402333,8010.728333,,,,,7001.38863,0.391811024,5418.427759,1738.767441,552.266387,142.3221407,13.27895563,1.352106673
2013,12940,157,15.76,%,Crude Prevalence,831395,202079.323,119363.9302,50082.569,80912.99161,93512.45444,104.0907226,0.002125008,167.3401984,8873.827018,173706.955,109836.4977,76508.75594,0.00479346,195533.055,4286.428578,125354.15,5219.101117,9703.318667,8389.159,,,,,7001.38863,0.391811024,5418.427759,1738.767441,552.266387,142.3221407,13.27895563,1.352106673
2014,12940,164,17.46,%,Crude Prevalence,838324,215668.741,118060.4397,51576.93401,83833.92574,102879.1734,104.8390923,0,168.747499,8477.658451,172404.996,110458.615,77132.83188,0.005009276,196656.8337,4711.241886,120729.6908,5186.195818,9829.468,10195.63917,,,,,7001.38863,0.391811024,5418.427759,1738.767441,552.266387,142.3221407,13.27895563,1.352106673
2015,12940,127,16.38,%,Crude Prevalence,843346,219404.445,119150.7399,49653.156,84950.4967,103808.3908,104.1798729,0.00777659,161.7837221,7972.649332,170682.159,111419.425,74841.96657,0.005078675,197580.2466,3881.261488,119757.9982,4680.695806,9897.591333,10271.14833,,,,,7001.38863,0.391811024,5418.427759,1738.767441,552.266387,142.3221407,13.27895563,1.352106673
2016,12940,124,19.76,%,Crude Prevalence,848512,219025.898,132359.146,45809.9,86774.1889,123797.793,105.1815678,0.008274627,156.7864514,8286.530713,176338.378,121872.777,76167.40288,0.005030701,198483.5002,4148.079183,117440.9391,4697.5328,10797.873,10677.933,,,,,7001.38863,0.391811024,5418.427759,1738.767441,552.266387,142.3221407,13.27895563,1.352106673
2017,12940,174,19.43,%,Crude Prevalence,853322,220361.187,113155.4924,46887.04599,86584.85699,117640.7938,106.65782,0.01242,147.5995421,8516.766739,178198.814,120931.5031,80121.43788,0.00518869,199310.5584,4370.489983,105683.0941,4327.710594,11307.74399,11894.27285,,,,,7001.38863,0.391811024,5418.427759,1738.767441,552.266387,142.3221407,13.27895563,1.352106673
2018,12940,229,22.6,%,Crude Prevalence,857870,218149.307,118679.3272,49157.271,85838.9159,122476.9568,107.6928875,0.01704,147.7240493,8136.979711,188733.284,123365.1451,80649.015,0.005194157,200339.0546,5058.074992,80604.31171,4341.785917,10913.425,11785.16066,,,,,7001.38863,0.391811024,5418.427759,1738.767441,552.266387,142.3221407,13.27895563,1.352106673
2019,12940,230,24.41,%,Crude Prevalence,856685,219174.561,118677.2117,45138.15,83439.46452,122483.1032,115.4991119,0.02217,155.3831606,9546.80439,180503.01,123322.7554,79723.30602,0.005115398,199490.2254,4967.536802,70528.33437,4308.885035,10896.77798,11767.08656,,,,,7001.38863,0.391811024,5418.427759,1738.767441,552.266387,142.3221407,13.27895563,1.352106673
2020,12940,219,20.88,%,Crude Prevalence,853610,218040.726,125849.305,42174.265,81990.91153,140171.2348,118.7305275,0.02269,158.2017044,10931.52397,186154.073,127187.7017,80121.47409,0.005297933,199352.2218,5985.570261,56876.41979,4282.675621,12559.3525,13649.45592,,,,,7001.38863,0.391811024,5418.427759,1738.767441,552.266387,142.3221407,13.27895563,1.352106673
2021,12940,234,26.27,%,Crude Prevalence,854884,229901.243,138987.1793,41696.075,67124.49604,128224.0096,123.9573511,0.02328,154.7952363,12228.95674,179855.231,129839.1548,79955.39341,0.00522998,199438.1284,6267.93339,55391.38797,4282.855839,11582.55978,13980.12128,,,,,7001.38863,0.391811024,5418.427759,1738.767441,552.266387,142.3221407,13.27895563,1.352106673
2022,12940,220,25.3,%,Crude Prevalence,858571,241550.89,134511.78,38556.168,67677.72314,154614.9952,133.5590079,0.02578,161.008815,11436.19754,202470.949,133636.747,85841.29442,0.005317673,200093.7344,6271.587076,62185.13541,4291.239179,12030.02774,14796.58705,,,,,7001.38863,0.391811024,5418.427759,1738.767441,552.266387,142.3221407,13.27895563,1.352106673
2019,13140,109,17.97,%,Crude Prevalence,398485,101783.408,51454.33944,23272.452,37312.30214,54877.13075,35.920297,0.00266,74.64960779,12089.7274,89515.19,53279.6022,38650.43509,0.001781321,80900.0087,1851.539636,53547.73603,2178.602701,16018.71076,16021.12774,,,,,117578.1134,0.381391799,60342.99089,36398.27976,10328.23291,2531.545398,423.9075552,32.61867326
2021,13140,95,17.16,%,Crude Prevalence,392563,123984.309,61181.39801,20908.074,29425.37846,55856.12385,37.77325249,0.00306,76.03706831,12562.2916,96331.012,65875.25989,37714.67888,0.001592367,80160.24732,1802.075243,54100.79827,2140.491283,18569.06596,19939.36971,,,,,117578.1134,0.381391799,60342.99089,36398.27976,10328.23291,2531.545398,423.9075552,32.61867326
2016,13220,141,25.78,%,Crude Prevalence,123373,33620.25,22344.762,7076.142,8335.306643,10109.008,8.825701,0.00104,25.12621512,1137.619107,33613.133,23144.436,14694.72864,0.001011657,56835.47623,382.3372512,16438.81306,437.6529348,10265.97833,9834.696667,,,,,781.5346041,0.286684248,,,,,,
2021,13220,141,28.58,%,Crude Prevalence,115767,35716.22,25659.86345,5813.617999,6748.838607,13023.13087,9.065602796,0.00152,19.50414962,488.2517616,28183.618,23521.82252,15397.98458,0.000819578,53342.04373,218.858239,6306.97384,468.687196,10693.19166,11948.26181,,,,,781.5346041,0.286684248,,,,,,
2012,13380,205,23.06,%,Crude Prevalence,200434,38526.02044,23464.40751,6828.185078,11261.33336,27427.98986,4.19508362,0.000853849,21.59628139,9583.222865,24732.75386,17915.39222,10650.98259,0.001933512,64740.182,550.792632,26232.40105,418.9683914,23383.96667,22715.85333,,,,,639955.7282,0.285714286,,,,,,
